Name of Entity _x000D_,No of Shares _x000D_,31 March 2025 _x000D_,No of Shares _x000D_.1,31 March 2024 _x000D_
Aimtron Electronics LLC _x000D_," 58,800 _x000D_", 518.26 _x000D_,-   _x000D_,-   _x000D_
